5.440680443502756702e-01 -1.643630048283562317e+01
5.747422660206338296e-01 -1.709752295550216772e+01
6.054164876909919890e-01 -1.767346197572207700e+01
6.360907093613501484e-01 -1.801078960543950203e+01
6.667649310317083078e-01 -1.831542078754121761e+01
6.974391527020664672e-01 -1.855158466912822135e+01
7.281133743724246266e-01 -1.873309116346856840e+01
7.587875960427827859e-01 -1.924410146265574184e+01
7.894618177131409453e-01 -1.977234092499211826e+01
8.201360393834991047e-01 -2.013974860800750477e+01
8.508102610538572641e-01 -2.042096717140040596e+01
8.814844827242154235e-01 -2.064139546991257745e+01
9.121587043945735829e-01 -2.082278548041281141e+01
9.428329260649317423e-01 -2.094780844604889225e+01
9.735071477352899016e-01 -2.099709912292719949e+01
1.004181369405648061e+00 -2.110558542406476334e+01
1.034855591076006220e+00 -2.119729971680080993e+01
1.065529812746364380e+00 -2.128985810196401829e+01
1.096204034416722539e+00 -2.134491506246122228e+01
1.126878256087080699e+00 -2.142236491663532405e+01
1.157552477757438858e+00 -2.151340921287877350e+01
1.188226699427797017e+00 -2.163975669977939020e+01
1.218900921098155177e+00 -2.170418873694499950e+01
1.249575142768513336e+00 -2.181931526817970024e+01
1.280249364438871496e+00 -2.173536528122953371e+01
1.310923586109229655e+00 -2.198423911227431660e+01
1.341597807779587814e+00 -2.181290178821976156e+01
1.372272029449945974e+00 -2.184341567168388565e+01
1.402946251120304133e+00 -2.181803168481749111e+01
1.433620472790662292e+00 -2.226599826261063342e+01
1.464294694461020452e+00 -2.229628987052932132e+01
1.494968916131378611e+00 -2.185009368463679280e+01
1.525643137801736771e+00 -2.208205271810173542e+01
1.556317359472094930e+00 -2.208874900271676367e+01
1.586991581142453089e+00 -2.209471269990718412e+01
1.617665802812811249e+00 -2.209980461838071264e+01
1.648340024483169408e+00 -2.210386115051014144e+01
1.679014246153527568e+00 -2.210749884945548516e+01
1.709688467823885727e+00 -2.210991555245903939e+01
1.740362689494243886e+00 -2.220413055479448872e+01
