5.440680443502756702e-01 -1.503603393426392110e+01
5.736809151191408773e-01 -1.564074207984785225e+01
6.032937858880060844e-01 -1.623648566571295859e+01
6.329066566568712915e-01 -1.665981689449138514e+01
6.625195274257364986e-01 -1.687766852450841171e+01
6.921323981946017057e-01 -1.710372206499878445e+01
7.217452689634669127e-01 -1.729086446551294287e+01
7.513581397323321198e-01 -1.773571107071478181e+01
7.809710105011973269e-01 -1.823114333532047127e+01
8.105838812700625340e-01 -1.858837806059751330e+01
8.401967520389277411e-01 -1.893074972723444560e+01
8.698096228077929482e-01 -1.914996228961945235e+01
8.994224935766581552e-01 -1.933518520773883509e+01
9.290353643455233623e-01 -1.948367299426564259e+01
9.586482351143885694e-01 -1.959468806861454482e+01
9.882611058832537765e-01 -1.964284366580141494e+01
1.017873976652118984e+00 -1.982399177426122705e+01
1.047486847420984191e+00 -1.982107795645073622e+01
1.077099718189849398e+00 -1.992350871325915662e+01
1.106712588958714605e+00 -1.996014396622576825e+01
1.136325459727579812e+00 -2.003228514195626531e+01
1.165938330496445019e+00 -2.011355035211367692e+01
1.195551201265310226e+00 -2.021938876680421160e+01
1.225164072034175433e+00 -2.029618928664807953e+01
1.254776942803040640e+00 -2.051276488020494426e+01
1.284389813571905847e+00 -2.034394126646097689e+01
1.314002684340771054e+00 -2.064516654708891608e+01
1.343615555109636261e+00 -2.038443751249289093e+01
1.373228425878501469e+00 -2.041377349597152957e+01
1.402841296647366676e+00 -2.040351851054120758e+01
1.432454167416231883e+00 -2.081732022634630752e+01
1.462067038185097090e+00 -2.084687104925870216e+01
1.491679908953962297e+00 -2.065442940690795126e+01
1.521292779722827504e+00 -2.066236808324501695e+01
1.550905650491692711e+00 -2.066928653267280680e+01
1.580518521260557918e+00 -2.067511938272976479e+01
1.610131392029423125e+00 -2.068014867994296324e+01
1.639744262798288332e+00 -2.068428205445613699e+01
1.669357133567153539e+00 -2.068797753819323404e+01
1.698970004336018746e+00 -2.069104278144959608e+01
